"ID","TARGET"
2,0.0483009964227676
5,0.0543318651616573
6,0.00120447343215346
7,0.0109737114980817
9,0.00190543732605875
11,0.242504522204399
12,0
15,0.168356776237488
16,0.0262880269438028
17,0.0200648736208677
19,0.0224101990461349
21,0.00247063743881881
22,0.0177083667367697
24,0.0106055652722716
27,0.00891593284904957
28,0.0267975516617298
30,0.146219819784164
33,0.00261136936023831
35,0.0125922225415707
37,0.0212489683181047
38,0.0193697512149811
40,0.189571514725685
41,0.0280996114015579
44,0.00916372798383236
46,0.0587714239954948
47,0.00851688999682665
48,0.0031026245560497
50,0.00510465679690242
52,0.177803009748459
53,0.00793282128870487
55,0.0237359069287777
57,0.00157822971232235
58,0.00864104833453894
59,0.0131690865382552
62,0.0289743226021528
63,0.0105542279779911
64,0.0238426122814417
65,0.0126374559476972
67,0.0168421510607004
69,0.0592034794390202
70,0.00245923968032002
71,0.0110221961513162
72,0.00341341155581176
73,0.00133185961749405
76,0.00423115352168679
78,0.002715356182307
79,0.022552540525794
81,0.00199776003137231
85,0.0109829995781183
86,0.00271427934058011
89,0.0406116992235184
94,0.133665755391121
96,0.00266621261835098
97,0.014494470320642
98,0.00235475483350456
99,0.0188604686409235
100,0.245471403002739
103,0.0825631320476532
104,0.00583463348448277
108,0.00875806715339422
110,0.00248102797195315
112,0.0234927963465452
114,0.038696426898241
116,0.0260783080011606
117,0.00719832582399249
119,0.00392724154517055
120,0.00345550151541829
121,0
123,0.0175058990716934
124,0.0301971826702356
126,0.00139382015913725
128,0.0120037365704775
129,0.0819540247321129
133,0.0354517884552479
138,0.0229160375893116
147,0.0280407257378101
149,0.0174641124904156
158,0.00259815482422709
160,0.00727738719433546
164,0.0313202999532223
167,0.0576528199017048
168,0.0192252919077873
174,0.0078705046325922
181,0.0244039129465818
185,0.0326641835272312
187,0.00310087576508522
189,0.0132458684965968
190,0.0617802403867245
194,0.00662990752607584
197,0.0287601482123137
198,0.0214347150176764
201,0.0363705307245255
205,0.00837133638560772
208,0.124174065887928
211,0.0119487233459949
216,0.0318511575460434
219,0.0581357106566429
223,0.00481657963246107
224,0.105213433504105
226,0.0146245723590255
229,0.0109459757804871
230,0.0142145799472928
237,0.0211199875921011
238,0.0213679615408182
240,0.0805023834109306
243,0
245,0.137617260217667
246,0.229574143886566
247,0.00479938788339496
248,0.00897783134132624
249,0.00262858928181231
250,0.295451164245605
251,0.00134218228049576
255,0.103893548250198
256,0.0183546915650368
257,0.0757136940956116
260,0.163603246212006
261,0.00314098270609975
263,0.207522928714752
264,0.161298245191574
267,0.00572261214256287
268,0.0159419886767864
272,0.00668130302801728
274,0.00687390379607677
275,0.00403790874406695
277,0.299634844064713
278,0.333263427019119
280,0.00656132400035858
281,0.0234289430081844
282,0.10250435769558
283,0.00957173760980368
284,0.0495479479432106
286,0
290,0.0164641141891479
291,0.029782772064209
293,0.0313146077096462
295,0.0813712626695633
297,0
298,0.0717694908380508
300,0.00289016775786877
304,0.00309732835739851
305,0.00517432950437069
308,0.00342575483955443
309,0.00753760756924748
310,0.00596529431641102
312,0.0308531168848276
313,0.155364170670509
315,0.00808618776500225
317,0.0227492097765207
318,0.0292904898524284
321,0.0115810036659241
323,0.0810406282544136
325,0.00926803983747959
326,0.013296639546752
327,0.0196061264723539
328,0.0501911826431751
329,0.0190584398806095
330,0.00270000635646284
331,0.00935042928904295
334,0.0438605546951294
335,0.0077999415807426
336,0.0566926375031471
337,0.00322981085628271
338,0.0407541356980801
339,0.0147029077634215
341,0.184743523597717
343,0
346,0.00206687697209418
348,0.00284672155976295
350,0.183030977845192
351,0.00264700385741889
352,0.017446244135499
357,0.05074318125844
358,0.010536321438849
360,0.00534059340134263
361,0.0131864240393043
364,0.0223053693771362
365,0.0344711355865002
366,0.016844479367137
367,0
368,0.00422641867771745
370,0.0028643449768424
372,0.00206858525052667
376,0.00118274451233447
377,0.00235626543872058
379,0.0170091949403286
380,0.0113171832635999
381,0.0905908793210983
385,0.0114259524270892
386,0.0361214466392994
389,0.0579394362866879
391,0.0541595593094826
392,0.00361750344745815
393,0.0102183865383267
395,0.0185044445097446
396,0.00890469830483198
397,0.00127271248493344
398,0.0212648659944534
399,0.050261914730072
400,0.0113974791020155
401,0.00971576385200024
403,0.00594417890533805
405,0.025773212313652
406,0.0195118077099323
409,0.00774773955345154
411,0.0115413283929229
413,0.00237033190205693
418,0
419,0.00899199955165386
422,0.017446244135499
424,0.237536147236824
425,0.0219015553593636
427,0.00266621261835098
430,0.00137479207478464
431,0.0147964702919126
434,0.0127197187393904
435,0.0292818490415812
437,0.0661210566759109
438,0.00124191038776189
439,0.115826614201069
442,0.0101924678310752
446,0.0159872584044933
450,0.0445718616247177
451,0.0101326685398817
452,0.00793432258069515
454,0.00127521506510675
455,0.00303224986419082
463,0.0136910621076822
464,0.0100681781768799
465,0.00328607694245875
467,0.147576063871384
468,0.0334507748484612
470,0.011584616266191
472,0.251311779022217
473,0.0181462448090315
475,0.00366686377674341
476,0.00324191804975271
479,0.0162320099771023
481,0.00356157659552991
483,0.0330129712820053
484,0.00835902709513903
486,0.0351906940340996
487,0.00202303216792643
491,0.0198775269091129
494,0.00939544755965471
495,0.00145583425182849
497,0.0211193207651377
498,0
499,0.0110527593642473
503,0.0274988524615765
504,0.0216690767556429
505,0.00461482396349311
506,0
507,0
508,0.0840355083346367
509,0.0304349195212126
510,0
511,0
512,0.016291631385684
516,0.00175399065483361
518,0.0371045060455799
519,0.00534396804869175
