ID,PREDICTION,TARGET
1,0.0289300717413,0
3,0.0136269377545,0
4,0.00262503116392,0
8,0.0238558836281,0
10,0.00669912574813,0
13,0.0125712100416,0
14,0.0246655978262,0
18,0.0114928754047,0
20,0.195050001144,0
23,0.00936394184828,0
25,0.0194046106189,0
26,0.0428349040449,0
29,0.0302963908762,0
31,0.00319219590165,0
32,0.0267645604908,0
34,0.0299725625664,0
36,0.138894051313,0
39,0.00751387188211,0
42,0.00722242286429,0
43,0.0193579811603,0
45,0.0137751251459,0
49,0.0327639393508,0
51,0.0731520652771,0
54,0.0454969666898,0
56,0.194094642997,0
60,0.0233531240374,0
61,0.0129501633346,0
66,0.0576066188514,0
68,0.00775159336627,0
74,0.00285095581785,0
75,0.0129145113751,0
77,0.226207450032,1
80,0.0288206320256,0
82,0.00954953208566,0
83,0.0551917478442,0
84,0.0135434474796,0
87,0.245572656393,0
88,0.0791546553373,0
90,0.00163086503744,0
91,0.00627770880237,0
92,0.153490424156,0
93,0.00243248138577,0
95,0.00838974211365,0
101,0.00938080158085,0
102,0.0558302290738,0
105,0.0124024497345,0
106,0.00524708256125,0
107,0.00497664371505,0
109,0.00364802242257,0
111,0.0831927135587,0
113,0.00557527365163,0
115,0.00194119452499,0
118,0.164436608553,0
122,0.00342055456713,0
125,0.0189205985516,0
127,0.00260675093159,0
130,0.0817023292184,0
131,0.0193801112473,0
132,0.0196810029447,0
134,0.00396259035915,0
135,0.00794175360352,0
136,0.0168399047107,0
137,0.0247377343476,0
139,0.0215279515833,0
140,0.00961749628186,0
141,0.197258025408,0
142,0.0282058678567,0
143,0.00212224037386,0
144,0.0077135162428,0
145,0.0535577833652,0
146,0.00132970686536,0
148,0.0315087325871,0
150,0.0709405317903,0
151,0.00706726778299,0
152,0.00771147431806,0
153,0.00425886269659,0
154,0.154230520129,0
155,0.00364430760965,0
156,0.00237685046159,0
157,0.00289021502249,0
159,0.0902269631624,1
161,0.00756490090862,0
162,0.0431371107697,0
163,0.0027826114092,0
165,0.00312173762359,0
166,0.00816098041832,0
169,0.0155933033675,0
170,0.00399020966142,0
171,0.094474837184,0
172,0.0479920916259,0
173,0.00335447792895,0
175,0.00436011515558,0
176,0.0138102825731,0
177,0.0161658041179,0
178,0.00184497621376,0
179,0.0106914425269,0
180,0.00346584082581,0
182,0.25083976984,0
183,0.00701541360468,0
184,0.00129551987629,0
186,0.0025129057467,0
188,0.0248826090246,0
191,0.00417103013024,0
192,0.00138270587195,0
193,0.00413693813607,0
195,0.0324290543795,0
196,0.0411533154547,0
199,0.0684407278895,0
200,0.0104722678661,0
202,0.184770911932,0
203,0.227215737104,0
204,0.0355555228889,0
206,0.0107957236469,0
207,0.00441324710846,0
209,0.0283128134906,0
210,0.00347975594923,0
212,0.0244643092155,0
213,0.0315391756594,0
214,0.0379890576005,0
215,0.0192307252437,0
217,0.00864577945322,0
218,0.0393477827311,0
220,0.0255669467151,1
221,0.00848932564259,0
222,0.0203818250448,0
225,0.00687401834875,0
227,0.00242915912531,0
228,0.0210239011794,0
231,0.0106100821868,0
232,0.0312623418868,0
233,0.00598468771204,0
234,0.00653332239017,0
235,0.0172483008355,0
236,0.0407343842089,0
239,0.00395048642531,0
241,0.00485928030685,0
242,0.0032575938385,0
244,0.024148710072,0
252,0.0492932349443,0
253,0.0138043770567,0
254,0.0245293751359,0
258,0.181511193514,0
259,0.0376529619098,0
262,0.00284814089537,0
265,0.132034868002,0
266,0.0304973646998,0
269,0.0172483008355,0
270,0.0121092060581,0
271,0.0546784326434,0
273,0.00245694094338,0
276,0.0316963754594,0
279,0.0311978794634,0
285,0.0166693944484,0
287,0.0322040505707,0
288,0.0355532839894,0
289,0.0026869236026,0
292,0.23178909719,0
294,0.169042736292,0
296,0.00341856363229,0
299,0.00317949522287,0
301,0.00650535384193,0
302,0.0213348977268,0
303,0.227610722184,1
306,0.200271472335,1
307,0.0103198327124,0
311,0.0124252112582,0
314,0.0162821989506,0
316,0.00416911952198,0
319,0.170005485415,0
320,0.00328629720025,0
322,0.00513610802591,0
324,0.186864212155,0
332,0.00458705006167,0
333,0.00513689406216,0
340,0.00784591864794,1
342,0.00384705094621,0
344,0.00759248342365,0
345,0.00686800805852,0
347,0.00138270587195,0
349,0.00783040840179,0
353,0.159195765853,1
354,0.0358935333788,0
355,0.0155538013205,0
356,0.00757890474051,0
359,0.00156323926058,0
362,0.00650003924966,0
363,0.0241456795484,0
369,0.00183106423356,0
371,0.176596552134,1
373,0.057782061398,0
374,0.109035551548,0
375,0.00911941751838,0
378,0.0338134132326,0
382,0.00756685622036,0
383,0.141200870275,0
384,0.0315480791032,0
387,0.00267710001208,0
388,0.015560567379,0
390,0.00176140246913,0
394,0.0371029451489,0
402,0.0110648712143,0
404,0.00272563146427,0
407,0.00440193992108,0
408,0.143939808011,0
410,0.0286158006638,0
412,0.232868671417,0
414,0.0212094895542,0
415,0.00209737871774,0
416,0.00931804440916,0
417,0.00399791961536,0
420,0.0545952655375,0
421,0.00149668753147,0
423,0.0249199047685,0
426,0.0170477628708,0
428,0.00274455803446,0
429,0.012992458418,0
432,0.00169397797436,0
433,0.00929411314428,0
436,0.00138800276909,0
440,0.141614973545,0
441,0.00289606722072,0
443,0.00140708428808,0
444,0.0219841301441,0
445,0.0201907493174,0
447,0.0172483008355,0
448,0.017023012042,0
449,0.00268492335454,0
453,0.0123819299042,0
456,0.0542840883136,0
457,0.0934524685144,0
458,0.0405530668795,0
459,0.00192699278705,0
460,0.00235078157857,0
461,0.0552109517157,0
462,0.0188961811364,0
466,0.0363654345274,0
469,0.00774408923462,0
471,0.0232546273619,0
474,0.112568281591,0
477,0.0965667590499,0
478,0.0173692647368,0
480,0.016805075109,0
482,0.0173002872616,0
485,0.00917105097324,0
488,0.0172483008355,0
489,0.00191033037845,0
490,0.00350773846731,0
492,0.00261277216487,0
493,0.0336050242186,0
496,0.0127949342132,0
500,0.00771965971217,0
501,0.0081812273711,0
502,0.0161889139563,0
513,0.106052428484,0
514,0.0839880332351,0
515,0.0424381792545,0
517,0.00221059611067,0
523,0.00132917077281,0
527,0.00699014263228,0
530,0.167802900076,1
533,0.064824745059,0
535,0.00710307061672,0
537,0.0314437784255,0
538,0.198344185948,0
543,0.00186505867168,0
544,0.0194026790559,0
547,0.00167127628811,0
548,0.034417334944,0
549,0.0858948305249,1
550,0.198344185948,0
551,0.231215730309,0
553,0.0464887320995,0
554,0.0068535823375,0
555,0.030807800591,0
558,0.00177704147063,0
560,0.0533001832664,0
561,0.00712331710383,0
564,0.00650084903464,0
566,0.0157084558159,0
567,0.00352770625614,0
568,0.0185481552035,0
571,0.0180875305086,0
572,0.00579398637637,0
573,0.00270033371635,0
576,0.00987044349313,0
577,0.00996368099004,0
578,0.0403097122908,0
579,0.0161641277373,0
580,0.00367820542306,0
581,0.00436888914555,0
582,0.00162228115369,0
583,0.00537435756996,0
584,0.170670166612,0
586,0.0430909022689,0
587,0.012279770337,0
588,0.0443367324769,0
591,0.0033618460875,0
596,0.00518762832507,0
598,0.0872919261456,0
599,0.0421836711466,0
600,0.187440529466,1
602,0.0257151462138,0
606,0.0350071564317,0
609,0.00497305579484,0
611,0.0166413970292,0
614,0.0100043322891,0
618,0.00180050707422,0
622,0.00165082653984,0
623,0.00317829241976,0
626,0.0237946566194,0
627,0.00286434660666,0
631,0.391760826111,1
633,0.0238801408559,0
635,0.0149386953562,0
636,0.164940446615,0
639,0.0538602396846,0
640,0.00117701268755,0
641,0.0166824795306,0
645,0.0138697149232,0
647,0.0521306432784,0
648,0.00233210367151,0
649,0.0274621266872,0
650,0.00776983238757,0
651,0.0776592046022,0
652,0.00902056787163,0
653,0.187398195267,1
654,0.0158261060715,0
656,0.0336171723902,0
657,0.0456803962588,0
658,0.00699697248638,0
659,0.00175591162406,0
661,0.0335467495024,0
662,0.0314845889807,0
663,0.0157822780311,0
667,0.0025535330642,0
668,0.0268766656518,0
669,0.206270158291,1
673,0.026502834633,0
674,0.0201979838312,0
679,0.00294771534391,0
681,0.0120410388336,0
682,0.0023440818768,0
686,0.0872684493661,0
687,0.00502601265907,0
688,0.00256393011659,0
689,0.0241339839995,0
690,0.122498355806,0
692,0.0362887047231,0
694,0.0038709579967,0
695,0.0018298861105,0
697,0.098710142076,0
701,0.0355467535555,0
702,0.00808682851493,0
706,0.00811089016497,0
708,0.00174373062328,0
710,0.00962775945663,0
712,0.00554068572819,0
714,0.0183436367661,0
715,0.0129925301298,0
717,0.00481046317145,0
718,0.00235357298516,0
720,0.00564658641815,0
725,0.0132360737771,0
726,0.11637622118,1
730,0.00153505208436,0
731,0.0763163492084,1
732,0.00889776553959,0
734,0.0263865645975,0
735,0.00290241115727,0
737,0.0135732283816,0
738,0.00604045391083,0
740,0.0131369549781,0
741,0.00661818915978,0
746,0.0323659032583,0
748,0.00814837496728,0
753,0.0172483008355,0
754,0.00893261376768,0
757,0.0160416103899,0
758,0.00445758271962,0
759,0.171215429902,0
760,0.0227729082108,0
761,0.0235612876713,0
767,0.0154679268599,0
768,0.00444536004215,0
771,0.0286434497684,0
772,0.0258004050702,0
775,0.00885784253478,0
782,0.0419809520245,0
783,0.0123440111056,0
784,0.0178993456066,0
785,0.0190036557615,0
787,0.00229683844373,0
789,0.00246292795055,0
790,0.00253018806688,0
791,0.0163550954312,0
792,0.025548433885,1
793,0.00180594203994,0
795,0.0191594418138,0
797,0.0110624441877,0
798,0.0240848381072,0
799,0.00354926567525,0
800,0.0120417233557,0
806,0.00310989655554,0
807,0.00332828052342,0
808,0.0120814191177,0
811,0.0134398173541,0
812,0.196142449975,0
813,0.00185306789353,0
814,0.0128907123581,0
815,0.0291393306106,0
816,0.00216078059748,0
818,0.165278941393,1
820,0.00546030793339,0
822,0.00403463887051,0
823,0.0480205565691,0
827,0.0130559736863,0
828,0.0186428595334,0
829,0.00221059611067,0
834,0.00662503996864,0
835,0.0282422713935,0
836,0.165502950549,0
838,0.00176195125096,0
846,0.0567799024284,0
847,0.00412606168538,0
849,0.042041387409,0
850,0.00270571513101,0
851,0.0345702692866,0
852,0.0179390050471,0
857,0.0141831869259,0
858,0.00404209271073,0
859,0.00915494654328,0
860,0.0563605614007,0
862,0.016039012,0
863,0.0626795887947,0
864,0.032153878361,0
868,0.0032729844097,0
869,0.0271965414286,0
877,0.00567061873153,0
878,0.144129276276,0
881,0.0152524262667,0
882,0.0153903504834,0
885,0.00844460260123,0
887,0.0312815718353,0
888,0.0985879302025,0
889,0.0704942345619,0
891,0.00728075811639,0
898,0.00119897886179,0
903,0.0516314953566,0
904,0.0218650586903,0
906,0.0124000962824,0
907,0.0314578935504,0
908,0.00438028993085,0
909,0.193475961685,0
910,0.0120408013463,0
911,0.0336322449148,0
913,0.00903682876378,0
916,0.0091960914433,0
920,0.0282542183995,0
924,0.0117763122544,0
925,0.00685675581917,0
927,0.0141771975905,0
928,0.0236291065812,0
932,0.00776254525408,0
933,0.00465184310451,0
934,0.0074186520651,0
935,0.0105360196903,0
936,0.0351015888155,0
940,0.0776369720697,1
942,0.0552813746035,0
943,0.0096735926345,0
944,0.00211031106301,0
945,0.0233174487948,0
948,0.0136674419045,0
949,0.0349208787084,0
958,0.00207583000883,0
959,0.0230112764984,0
961,0.00530564645305,0
962,0.00217151199467,0
964,0.0547219030559,0
965,0.00810932461172,0
967,0.00251370156184,0
968,0.197782456875,0
970,0.0381757169962,0
973,0.00246796337888,0
974,0.0129303876311,0
976,0.00549868587404,0
977,0.0290553513914,0
978,0.00173875386827,0
979,0.106821238995,0
981,0.0334647446871,0
984,0.00165618769825,0
986,0.00146207038779,0
989,0.160793796182,0
990,0.194092899561,1
993,0.00314788334072,0
994,0.0177133977413,0
997,0.00192768895067,0
999,0.107889547944,0
1000,0.236240401864,1
1003,0.00828874763101,0
1006,0.0118570132181,0
1007,0.0223683547229,0
1008,0.00293684587814,0
1009,0.0228705722839,0
1017,0.00221897521988,0
1018,0.0595579221845,0
1019,0.289470613003,0
1020,0.0562301464379,0
1021,0.00139535299968,0
1027,0.0524359866977,0
1030,0.0157016627491,0
1031,0.040659610182,0
1033,0.00227529602125,0
1035,0.0807390958071,0
1038,0.0259617194533,0
1040,0.00855661276728,0
1041,0.0729371979833,0
1043,0.00236104475334,0
1044,0.00307892845012,0
1047,0.0125061850995,0
1048,0.00178616284393,0
1049,0.0353967659175,0
1051,0.235282063484,0
1053,0.0409507639706,0
1054,0.00926080718637,0
1056,0.0271410513669,0
1059,0.0344058349729,0
1061,0.0326824188232,0
1069,0.00782062578946,0
1071,0.00337360450067,0
1073,0.0295368041843,0
1074,0.0107709681615,0
1075,0.0588714256883,0
1076,0.0172483008355,0
1080,0.00296642421745,0
1083,0.0697810724378,0
1084,0.0447219610214,0
1085,0.00507653597742,0
1086,0.00988684780896,0
1087,0.00396742438897,0
1088,0.00927988346666,0
1089,0.00683913892135,0
1090,0.0184571556747,0
1091,0.247214823961,0
1092,0.00558437407017,0
1095,0.0666874349117,0
1096,0.00166779966094,0
1097,0.0039164153859,0
1098,0.0439632609487,0
1099,0.0213434714824,0
1100,0.174106761813,0
1101,0.0195950958878,0
1104,0.0393302328885,0
1105,0.036738935858,0
1108,0.0251482892781,0
1109,0.0047909822315,0
1110,0.00739208655432,0
1111,0.00274860742502,0
1115,0.0674699619412,0
1117,0.00204509985633,0
1119,0.0143240848556,0
1122,0.0388425700366,0
1123,0.00149250857066,0
1124,0.00609057536349,0
1125,0.00251235603355,0
1126,0.0538370087743,0
1127,0.00911873672158,0
1129,0.00171012280043,0
1131,0.228600218892,1
1133,0.00950118526816,0
1134,0.182563647628,1
1136,0.253075808287,1
1137,0.0265197623521,0
1140,0.00802218448371,0
1142,0.00756685622036,0
1144,0.0105965621769,0
1145,0.00272099045105,0
1147,0.0436425320804,0
1150,0.00265222135931,0
1154,0.00336289964616,0
1156,0.18462240696,0
1158,0.00673432461917,0
1159,0.00895733200014,0
1163,0.0267664622515,0
1165,0.00658712442964,0
1166,0.0256856139749,0
1167,0.0104068927467,0
1170,0.0175700951368,0
1171,0.00429091090336,0
1172,0.00204458832741,0
1173,0.0121920192614,0
1175,0.00287482282147,0
1179,0.0127281975001,0
1183,0.0546488761902,0
1184,0.00240088882856,0
1186,0.00292198103853,0
1187,0.201211676002,1
1188,0.0167291406542,0
1189,0.013652135618,0
1191,0.00354542955756,0
1192,0.00484217097983,0
1193,0.159551680088,1
1195,0.00249858968891,0
1197,0.0161249190569,0
1198,0.0417098924518,0
1203,0.0446471646428,0
1204,0.0957230105996,0
1205,0.119791001081,0
1209,0.0731880515814,0
1210,0.0236173365265,0
1211,0.022436639294,0
1213,0.0392097942531,0
1214,0.0124875707552,0
1215,0.00758605031297,0
1217,0.0193685833365,0
1218,0.0435377880931,0
1220,0.00689883343875,0
1223,0.0117280902341,0
1224,0.0549502968788,0
1226,0.0239016432315,0
1228,0.00260099023581,0
1229,0.0775489360094,0
1242,0.106140844524,0
1243,0.0127340136096,0
1246,0.00293131056242,0
1248,0.0074099204503,0
1249,0.00763058150187,0
1252,0.130518510938,0
1253,0.0024602978956,0
1254,0.0325719974935,0
1255,0.00208571436815,0
1256,0.00960269384086,0
1258,0.00385049567558,0
1260,0.023783724755,0
1261,0.0180478710681,0
1262,0.0243800804019,0
1263,0.0525595732033,0
1264,0.0183056239039,0
1265,0.00544281303883,0
1269,0.0979364439845,0
1271,0.00647979928181,1
1274,0.111765533686,0
1275,0.00351724913344,0
1277,0.0177131611854,0
1280,0.0217611435801,0
1281,0.0289300717413,0
1282,0.197231441736,0
1285,0.00134659116156,0
1287,0.0222547389567,0
1288,0.0204103458673,0
1291,0.00717609608546,0
1295,0.00244454061612,0
1297,0.062550522387,0
1300,0.0380231402814,0
1302,0.00529109546915,0
1303,0.0399975255132,0
1305,0.0121233481914,0
1307,0.00276080542244,0
1309,0.0184421092272,0
1313,0.00892292801291,0
1314,0.0258995685726,0
1316,0.0326370857656,0
1317,0.0082388324663,0
1321,0.0116414278746,0
1322,0.00722582638264,0
1327,0.0192014537752,0
1328,0.0726029351354,0
1330,0.0216274224222,0
1333,0.00455011194572,0
1334,0.194289058447,0
1337,0.0105118304491,0
1339,0.0131749212742,0
1341,0.00528299203143,0
1343,0.0388995483518,0
1344,0.0255578123033,0
1346,0.0426969155669,0
1348,0.0172483008355,0
1352,0.0340528599918,0
1353,0.194250896573,0
1357,0.0378562770784,0
1358,0.00253281532787,0
1360,0.00703593436629,0
1364,0.00163640046958,0
1373,0.015174895525,0
1377,0.0281429290771,0
1378,0.0617206655443,0
1381,0.0322442948818,0
1382,0.0096592027694,0
1384,0.00286434660666,0
1385,0.0101796099916,0
1386,0.0057845688425,0
1391,0.0921708196402,0
1392,0.0132266590372,0
1393,0.0102977873757,0
1395,0.0253187809139,0
1398,0.005892385263,0
1401,0.118458397686,0
1406,0.0849996879697,0
1408,0.0201907493174,0
1410,0.0173853877932,0
1411,0.0839790031314,1
1412,0.254766464233,0
1414,0.0147913768888,0
1417,0.0026297965087,0
1419,0.0627749711275,0
1420,0.034651234746,0
1421,0.00335281179287,0
1424,0.00312985270284,0
1426,0.0028834270779,0
1427,0.00122444261797,0
1433,0.112177573144,0
1437,0.00327277509496,0
1439,0.0104673793539,0
1440,0.0481490008533,0
1441,0.00368913542479,0
1442,0.0211870782077,0
1444,0.00902340654284,0
1447,0.224961653352,1
1448,0.00967141985893,0
1449,0.0988769307733,1
1450,0.0170325022191,0
1451,0.0954379811883,0
1452,0.0121212406084,0
1454,0.0193560998887,0
1455,0.013432553038,0
1457,0.0261444933712,0
1464,0.00161559018306,0
1465,0.0331593081355,0
1468,0.0230312030762,0
1472,0.00651628151536,0
1474,0.0178488977253,0
1475,0.00105641782284,0
1478,0.193929255009,1
1479,0.00265447166748,0
1480,0.0199331641197,0
1483,0.0013881213963,0
1484,0.0124129410833,0
1487,0.00252353283577,0
1488,0.0139217069373,0
1489,0.00443108519539,0
1492,0.0124459583312,0
1495,0.199285537004,0
1496,0.011216041632,0
1497,0.00296996720135,0
1498,0.00304048322141,0
1499,0.00854435842484,0
1501,0.260119020939,0
1502,0.00179254775867,0
1503,0.197327390313,0
1505,0.00956597086042,0
1507,0.00579276774079,0
1508,0.0849266648293,0
1510,0.0479983538389,1
1511,0.0105746975169,0
1513,0.0159746762365,0
1515,0.0363215096295,0
1516,0.0203412845731,0
1517,0.144832953811,0
1519,0.194117203355,0
1521,0.0145714934915,0
1523,0.0254136566073,0
1524,0.00851956009865,0
1527,0.00326732569374,0
1528,0.00351565307938,0
1531,0.069105066359,0
1534,0.0036941904109,0
1535,0.20765312016,0
1536,0.00511300889775,0
1538,0.00552990147844,0
1539,0.0179403107613,0
1540,0.0161809045821,0
1541,0.0314284861088,0
1543,0.0653673037887,0
1547,0.277173906565,1
1548,0.0914622992277,0
1550,0.00130518199876,0
1553,0.0132319564,0
1554,0.00375709845684,0
1557,0.181712120771,0
1559,0.0099683245644,0
1564,0.00639961194247,0
1565,0.0236173365265,0
1567,0.0774263218045,0
1569,0.0700459852815,0
1571,0.00224063615315,0
1572,0.00841810833663,0
1573,0.103198312223,0
1574,0.0280877109617,0
1576,0.160250842571,1
1578,0.00224694004282,0
1580,0.0116976639256,0
1583,0.0219048354775,0
1584,0.0262775178999,0
1588,0.0890344530344,0
1589,0.0050726220943,0
1590,0.00221915193833,0
1591,0.015642222017,0
1592,0.0343708135188,0
1594,0.0399261452258,0
1595,0.00906519405544,0
1596,0.1978520751,1
1598,0.00110598886386,0
1600,0.10623216629,0
1601,0.0361027941108,0
1602,0.00364487059414,0
1603,0.00131547125056,0
1604,0.00372606120072,0
1605,0.00267181894742,0
1606,0.0621607713401,0
1607,0.00272227567621,0
1610,0.00198219600134,0
1611,0.0141226304695,0
1613,0.0651358440518,0
1614,0.0308052059263,0
1617,0.0573192276061,0
1620,0.0173905976117,0
1621,0.0287547186017,0
1622,0.00810422189534,0
1623,0.00210439157672,0
1626,0.00281055341475,0
1629,0.0297161731869,0
1630,0.00229919468984,0
1631,0.0922237858176,0
1632,0.011003723368,0
1633,0.00131559057627,0
1634,0.0114908032119,0
1638,0.00385516136885,0
1639,0.0120206186548,0
1641,0.0113683398813,0
1643,0.193190947175,1
1644,0.0121233481914,0
1646,0.00789012107998,0
1649,0.0274101905525,0
1652,0.0868114382029,0
1658,0.0536875799298,0
1660,0.253331691027,0
1665,0.00440604425967,0
1666,0.00254507642239,0
1667,0.23925948143,0
1668,0.00234298594296,0
1669,0.0223397221416,0
1670,0.00654381234199,0
1672,0.0138648916036,0
1675,0.0103657878935,0
1676,0.00472647836432,0
1677,0.00239358399995,0
1679,0.0248712133616,0
1681,0.00244164583273,0
1683,0.0299818627536,0
1684,0.00143852003384,0
1685,0.00783532205969,0
1686,0.0337962731719,0
1688,0.0201538875699,0
1693,0.00758227007464,0
1694,0.157382369041,0
1695,0.0622237063944,0
1697,0.0608409978449,0
1698,0.0197149924934,0
1699,0.00537498854101,0
1700,0.0288913659751,0
1703,0.00382841425017,0
1704,0.0273024775088,0
1706,0.0716915652156,0
1708,0.00210124487057,0
1709,0.00151020276826,0
1710,0.010166818276,0
1712,0.00300128525123,0
1713,0.0209132581949,0
1718,0.0679709240794,0
1720,0.0235813930631,0
1721,0.059871237725,0
1722,0.0120121585205,0
1724,0.0172483008355,0
1727,0.0017058836529,0
1729,0.0496358051896,0
1732,0.00536125851795,0
1733,0.0620351880789,0
1734,0.0440321899951,0
1735,0.0172483008355,0
1737,0.00684926984832,0
1738,0.00818297453225,0
1739,0.0132812820375,0
1740,0.196548387408,0
1741,0.164105936885,0
1743,0.0139556219801,0
1744,0.00156963267364,0
1746,0.00143444910645,0
1748,0.0901431962848,0
1755,0.189255848527,0
1756,0.0038610547781,0
1757,0.0191456787288,0
1762,0.0172483008355,0
1764,0.106870256364,0
1766,0.00232497253455,0
1770,0.00439871754497,0
1771,0.0383574105799,0
1772,0.0288071855903,1
1773,0.155078724027,1
1778,0.0106052849442,0
1781,0.0897001549602,0
1782,0.0474704913795,0
1786,0.00524750445038,0
1787,0.0201339069754,0
1788,0.00793026201427,0
1791,0.00253133731894,0
1794,0.00563246430829,0
1797,0.00379768037237,0
